ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0070374,positive regulation of ERK1 and ERK2 cascade,73,0.550832884309953,1.66344517023058,4.38040285610414e-05,0.00915247514316325,0.00765332402527178,365,"tags=44%, list=25%, signal=35%",EPO/CHI3L1/FGF23/CCL20/FGF21/GCG/CCL7/CCL3/CCL19/PLA2G2A/XCL1/CCL21/LGALS9/TREM2/TNF/ACTA2/CXCL17/CCL18/CD4/TGFB1/CCL5/CD74/CCL14/CCL15/FGF2/CCL17/ICAM1/CCL22/HAVCR2/NRP1/CCL16/ABL1
GO:0045765,regulation of angiogenesis,88,0.531918029408085,1.62488719510214,5.1458069573353e-05,0.00915247514316325,0.00765332402527178,344,"tags=40%, list=24%, signal=32%",NPPB/IL6/LEP/CHI3L1/ANGPT2/THBS2/EGLN1/ANGPTL4/CXCL10/ADM/HSPB6/PDCD6/CXCL13/TNF/NOS3/SMOC2/VEGFA/MDK/CTSH/SFRP1/ACVRL1/HSPG2/IL10/PGF/FGF2/EFNA1/TGFBR2/VASH1/PRL/EPHA2/THBS4/NRP1/DDAH1/DLL1/TAFA5
GO:1901342,regulation of vasculature development,91,0.529205035166551,1.62128028692346,5.7024767247123e-05,0.00915247514316325,0.00765332402527178,344,"tags=40%, list=24%, signal=32%",NPPB/IL6/LEP/CHI3L1/ANGPT2/THBS2/EGLN1/ANGPTL4/CXCL10/ADM/HSPB6/PDCD6/CXCL13/TNF/NOS3/SMOC2/VEGFA/MDK/CTSH/TGFB1/SFRP1/ACVRL1/HSPG2/IL10/PGF/FGF2/EFNA1/TGFBR2/VASH1/PRL/EPHA2/THBS4/NRP1/DDAH1/DLL1/TAFA5
GO:0048878,chemical homeostasis,126,0.490807033347463,1.5384710730711,5.07940022335463e-05,0.00915247514316325,0.00765332402527178,332,"tags=35%, list=23%, signal=30%",NPPB/IL6/LEP/FGF23/FABP4/FGF21/TNNI3/GCG/CCL7/CCL3/CCL19/EGLN1/NOS1/XCL1/ANGPTL4/FABP5/CCL21/CXCL10/CXCL9/CES1/SFTPD/TREM2/CALCA/STC1/ENPP7/BAX/TFRC/SLAMF8/VEGFA/CXCL11/PCSK9/CTSH/CCL5/CCN4/CCL14/CORO1A/CCL15/FGF2/ICAM1/COMT/THY1/NT5E/FOXO1/FOXO3
GO:0043410,positive regulation of MAPK cascade,137,0.481349677325859,1.51574322315936,9.19372064902009e-05,0.0118047373133418,0.00987115269684262,329,"tags=36%, list=22%, signal=31%",IL6/LEP/EPO/CHI3L1/FGF23/CCL20/GDF15/FGF21/GCG/IGFBP4/TGFA/CCL7/CCL3/HGF/GPR37/CCL19/EDA2R/PLA2G2A/XCL1/CCL21/TNFRSF11A/LGALS9/TREM2/OSM/TNF/CD27/FCRL3/LILRA5/ACTA2/CDH2/CXCL17/CCL18/VEGFA/CD4/TGFB1/CCL5/CD74/CCL14/CCL15/FGF2/EFNA1/CCL17/ICAM1/LIF/CCL22/HAVCR2/GH1/LTBR/NRP1
GO:0042592,homeostatic process,243,0.434866179296625,1.40018335197734,0.000189316892329623,0.0192345102027022,0.016083948521689,393,"tags=34%, list=27%, signal=30%",NPPB/ADGRG1/IL6/LEP/OXT/EPO/FGF23/FABP4/GDF15/FGF21/TNNI3/GCG/TFF1/CCL7/CCL3/TFF2/CCL19/EGLN1/PLA2G2A/NOS1/XCL1/ANGPTL4/FABP5/CCL21/CXCL10/TNFRSF11A/MUC13/CXCL9/LGALS9/CES1/SFTPD/TREM2/CALCA/SIT1/EIF4G1/STC1/IL2RA/TNF/NOS3/ENPP7/BAX/TFF3/CDH2/TFRC/SLAMF8/LTBP3/VEGFA/TNFRSF11B/CXCL11/PCSK9/CTSH/TPP1/MB/IL18R1/CCL5/CD74/CCN4/CCL14/CORO1A/TNFRSF13B/CCN3/CCL15/FGF2/ICAM1/LCN2/COMT/THY1/CXCL6/NT5E/LAMA4/FOXO1/FOXO3/DLL1/PRDX3/PRKAB1/TNFSF14/ABL1/IL15/NADK/CSF1/CASP3/STC2/CALB2
GO:0051241,negative regulation of multicellular organismal process,240,0.431132967371214,1.38794745217183,0.00020972207386124,0.0192345102027022,0.016083948521689,446,"tags=41%, list=30%, signal=34%",NPPB/IL6/LEP/FGF23/GDF15/PAEP/ANGPT2/CCL3/HGF/TFF2/CST7/THBS2/VSIG4/LILRB4/IL19/PLA2G2A/XCL1/CD33/CXCL10/LGALS9/SFTPD/FSTL3/TIA1/BST2/TREM2/ADM/CALCA/PLAUR/STC1/MAD1L1/CXCL13/IL2RA/TNF/NOS3/PAG1/LILRA5/TNFRSF1A/PTN/TNFRSF1B/SLAMF8/PLAT/LTBP3/CD274/LAG3/MDK/TNFRSF11B/PCSK9/LBP/TGFB1/SFRP1/IL12B/TIMP1/ACVRL1/IL18R1/CST3/IL1RL1/HSPG2/CD74/IL10/PARP1/CCN4/EFEMP1/TNFRSF13B/CCN3/CD300LF/FGF2/EFNA1/PGLYRP1/VASH1/PRL/EPHA2/THY1/HAVCR2/LAMA4/THBS4/FOXO1/NRP1/DRAXIN/DLL1/TAFA5/FURIN/TNFRSF14/IL15/PTGDS/REG3A/CASP3/RTN4R/STC2/LGMN/SERPINE1/SEMA7A/PDCD1/RETN/FGR/MILR1/F2R/DKK4/SPRY2
GO:0044057,regulation of system process,69,0.531864344495174,1.5992041499367,0.000282226126026406,0.0203164016307657,0.0169886290075266,172,"tags=29%, list=12%, signal=27%",NPPB/LEP/REN/TNNI3/ACE2/BAIAP2/CCL3/TFF2/CST7/NOS1/FABP5/SPINK1/ADM/CALCA/STC1/TNF/NOS3/ENPP7/TNFRSF1A/TNFRSF1B
GO:0043408,regulation of MAPK cascade,164,0.456802386131507,1.45166088807322,0.000284809368655593,0.0203164016307657,0.0169886290075266,329,"tags=34%, list=22%, signal=29%",IL6/LEP/REN/EPO/CHI3L1/FGF23/CCL20/GDF15/FGF21/GCG/IGFBP4/ACE2/TGFA/CCL7/CCL3/HGF/GPR37/LILRB4/CCL19/EDA2R/PLA2G2A/XCL1/CCL21/TNFRSF11A/LGALS9/TREM2/OSM/TNF/CD27/FCRL3/LILRA5/ACTA2/CDH2/CXCL17/CCL18/VEGFA/CD4/TGFB1/CCL5/CD74/CCL14/CCL15/FGF2/EFNA1/CCL17/ICAM1/LIF/CCL22/SMPD1/EPHA2/HAVCR2/GH1/LTBR/FOXO1/NRP1
GO:0009967,positive regulation of signal transduction,303,0.412660983563563,1.33850231269039,0.000444299823474529,0.0285240486670648,0.0238518852602116,329,"tags=30%, list=22%, signal=30%",ADGRG1/IL6/LEP/EPO/CHI3L1/MMP12/FGF23/CCL20/GDF15/FGF21/GCG/IGFBP4/TGFA/TNFRSF10B/CCL7/BAIAP2/CCL3/HGF/GPR37/AGR2/CCL19/IL19/EDA2R/PLA2G2A/NOS1/XCL1/FABP5/CCL21/TNFRSF11A/LGALS9/BST2/TREM2/PLAUR/OSM/VWF/MAD1L1/TNF/CD27/FCRL3/NOS3/BAX/MMP8/SERPINA12/CLEC4D/LILRA5/TNFRSF1A/ACTA2/CDH2/CXCL17/TFRC/SMOC2/CCL18/TNFRSF12A/CTSD/VEGFA/CD4/LGALS1/CTSH/LBP/TGFB1/SFRP1/IL12B/ACVRL1/IL18R1/CCL5/CLEC6A/CD74/WASF1/IL10/PARP1/CCN4/CCL14/CCN3/CCL15/CD300LF/FGF2/EFNA1/CCL17/TGFBR2/HEXIM1/ICAM1/LIF/CCL22/MMP9/PRL/RHOC/HAVCR2/MAVS/LY96/GH1/LTBR/NRP1
GO:0070372,regulation of ERK1 and ERK2 cascade,89,0.500112932598281,1.5297093787451,0.000765529789284199,0.0336597840384556,0.0281464008191709,309,"tags=36%, list=21%, signal=30%",EPO/CHI3L1/FGF23/CCL20/FGF21/GCG/ACE2/CCL7/CCL3/CCL19/PLA2G2A/XCL1/CCL21/LGALS9/TREM2/TNF/ACTA2/CXCL17/CCL18/CD4/TGFB1/CCL5/CD74/CCL14/CCL15/FGF2/CCL17/ICAM1/LIF/CCL22/EPHA2/HAVCR2
GO:0070371,ERK1 and ERK2 cascade,93,0.490964552417755,1.50779286510796,0.000802201446727543,0.0336597840384556,0.0281464008191709,309,"tags=35%, list=21%, signal=30%",EPO/CHI3L1/FGF23/CCL20/FGF21/GCG/ACE2/CCL7/CCL3/CCL19/PLA2G2A/XCL1/CCL21/LGALS9/TREM2/TNF/ACTA2/CXCL17/CCL18/CD4/CTSH/TGFB1/CCL5/CD74/CCL14/CCL15/FGF2/CCL17/ICAM1/LIF/CCL22/EPHA2/HAVCR2
GO:0007186,G protein-coupled receptor signaling pathway,101,0.48485539151614,1.49808432422877,0.000838873122453722,0.0336597840384556,0.0281464008191709,302,"tags=32%, list=21%, signal=27%",NPPB/ADGRG1/CCL20/GCG/CCL7/CCL3/PPY/GPR37/TFF2/AREG/CXCL1/CCL19/NOS1/XCL1/CCL21/CXCL10/CXCL9/TREM2/ADM/CALCA/CXCL13/NPY/CCL18/CXCL11/AGRN/CCL5/PADI2/CCL14/CCL15/CCL17/CCL22/CXCL6
GO:0000165,MAPK cascade,174,0.445307152386572,1.4215232692022,0.000810558805236665,0.0336597840384556,0.0281464008191709,329,"tags=33%, list=22%, signal=29%",IL6/LEP/REN/EPO/CHI3L1/FGF23/CCL20/GDF15/FGF21/GCG/IGFBP4/ACE2/TGFA/CCL7/CCL3/HGF/GPR37/LILRB4/CCL19/EDA2R/PLA2G2A/XCL1/CCL21/TNFRSF11A/LGALS9/TREM2/OSM/TNF/CD27/FCRL3/LILRA5/ACTA2/CDH2/CXCL17/CCL18/VEGFA/CD4/CTSH/TGFB1/CCL5/CD74/CCL14/CCL15/FGF2/EFNA1/CCL17/ICAM1/LIF/CCL22/SMPD1/EPHA2/HAVCR2/NRTN/GH1/LTBR/FOXO1/NRP1
