beta,se,tval,pval,outcome,exposure,fdr,Effect,top
-0.00084506963211191,0.00222691924200482,-0.37947924476647,0.704334338417305,cd300lg,AVS PGS,0.973414942306449,Unchanged,
-0.00227381470338351,0.00184952069488773,-1.22940754849004,0.218927424673631,cd302,AVS PGS,0.872774214017374,Unchanged,
-0.0112453536528856,0.00484407193363428,-2.32146710597024,0.0202673968862184,cd33,AVS PGS,0.31543831536742,Unchanged,
0.00182613862593109,0.0014523822516047,1.25734022425119,0.208638887735535,cd34,AVS PGS,0.857412058306426,Unchanged,
0.000756859065066416,0.00191212433224508,0.395821052168592,0.692239492468107,cd38,AVS PGS,0.971938437051971,Unchanged,
0.00604562590405318,0.00181769244459027,3.32598945550215,0.000881970475236203,cd4,AVS PGS,0.0477897335285394,Upregulated,
-0.000849759615244561,0.00299567961198333,-0.283661714639092,0.776671330746507,cd40,AVS PGS,0.981557605824288,Unchanged,
-0.00108332727188295,0.00467450598936754,-0.231752248119276,0.816731801244598,cd40lg,AVS PGS,0.981557605824288,Unchanged,
-0.000512626754032969,0.00170659659771769,-0.30037957108231,0.763889455436923,cd46,AVS PGS,0.981557605824288,Unchanged,
-0.000649740610441814,0.00178977060356489,-0.363030105169709,0.716584601488712,cd48,AVS PGS,0.977196110957496,Unchanged,
-0.00144652769623956,0.0020743456754501,-0.697341679045703,0.485593636678783,cd5,AVS PGS,0.954870282877768,Unchanged,
-0.000457902359482175,0.00154403663420688,-0.296561849205984,0.766802883446582,cd55,AVS PGS,0.981557605824288,Unchanged,
-0.000434838381686797,0.00104816934032053,-0.414855085871738,0.678250562736103,cd58,AVS PGS,0.971938437051971,Unchanged,
-0.000585633060966018,0.0013928317981198,-0.420462156131537,0.674150573009776,cd59,AVS PGS,0.971938437051971,Unchanged,
-0.00572059380194505,0.00320372179846742,-1.78560878934046,0.0741712850331059,cd6,AVS PGS,0.573102934012181,Unchanged,
-0.00227897591767222,0.00308585159479245,-0.73852414727854,0.460201041070257,cd63,AVS PGS,0.943287530907935,Unchanged,
-0.00110674359362396,0.00526100756393637,-0.210367231024445,0.833382306839619,cd69,AVS PGS,0.981557605824288,Unchanged,
0.0248435483870408,0.00256346467705659,9.69139485688818,3.50034517023609e-22,cd70,AVS PGS,2.5605024920277e-19,Upregulated,cd70
0.000189049452558214,0.0021126830665267,0.0894831106253035,0.928698487890245,cd74,AVS PGS,0.993475243267086,Unchanged,
-0.00181429517277178,0.00268329583296273,-0.676144296310612,0.498953498158738,cd79b,AVS PGS,0.960034376293747,Unchanged,
-0.00369807575314093,0.00209647284115788,-1.7639511853149,0.0777490201877769,cd83,AVS PGS,0.579085814498199,Unchanged,
0.000465654848841892,0.00186930597484026,0.249105740370665,0.803280467636326,cd84,AVS PGS,0.981557605824288,Unchanged,
0.00176884018871901,0.00298300029242479,0.592973521729417,0.553202706802686,cd8a,AVS PGS,0.964050833802459,Unchanged,
-0.000333831531365675,0.00186955142773585,-0.178562368712139,0.858282428683635,cd93,AVS PGS,0.981987741712525,Unchanged,
-0.0010216603589692,0.00116930087829949,-0.873736074204442,0.382268052932331,cd99,AVS PGS,0.917557789965531,Unchanged,
-0.00761433149780518,0.00148026008714849,-5.14391461602746,2.70534820210227e-07,cd99l2,AVS PGS,7.91584883935124e-05,Downregulated,cd99l2
0.00191598448568494,0.00370689046945419,0.516871081428812,0.605249537218537,cdc27,AVS PGS,0.964050833802459,Unchanged,
0.000430204276257422,0.00503528752730518,0.085437876968202,0.931913773664398,cdc37,AVS PGS,0.993475243267086,Unchanged,
-0.00219107193677327,0.00313356225347134,-0.699227192421665,0.484414784370558,cdcp1,AVS PGS,0.954386947907377,Unchanged,
-0.00127472622933295,0.00238301091785722,-0.534922530056709,0.592706979380921,cdh1,AVS PGS,0.964050833802459,Unchanged,
-0.00382362751795669,0.00348738287811252,-1.09641747166751,0.27290368311104,cdh15,AVS PGS,0.889216232497665,Unchanged,
-0.000595429240585315,0.00398323049054688,-0.149484003498769,0.881172599569182,cdh17,AVS PGS,0.985834724347355,Unchanged,
-0.00573179854296149,0.0021940516207064,-2.61242647568888,0.0089940761111677,cdh2,AVS PGS,0.208080929437083,Unchanged,
-0.000742568945658737,0.00211671534498398,-0.350811906484459,0.725731577092569,cdh3,AVS PGS,0.977666019600763,Unchanged,
-0.00295184599942019,0.00177450380776557,-1.66347684716276,0.0962259510286242,cdh5,AVS PGS,0.617449852433672,Unchanged,
-0.00378442401478799,0.00227939295793291,-1.66027713721636,0.0968677474770928,cdh6,AVS PGS,0.618853775366755,Unchanged,
-0.00323424010723813,0.00259265727023027,-1.24746149225921,0.212236967877739,cdhr1,AVS PGS,0.862507455569812,Unchanged,
-0.00588400237958471,0.00473697259225503,-1.24214406247676,0.214191856101931,cdhr2,AVS PGS,0.863114867400345,Unchanged,
-0.00289219867968455,0.00238022461013213,-1.2150948559111,0.224338182213177,cdhr5,AVS PGS,0.87618906789403,Unchanged,
0.0109347525897482,0.00642421921149587,1.70211386469829,0.088743033178027,cdkn1a,AVS PGS,0.595555309814007,Unchanged,
0.00124695500058485,0.00564209587978016,0.221009182962242,0.825086590512392,cdkn2d,AVS PGS,0.981557605824288,Unchanged,
0.000149621225278244,0.00194433035927582,0.0769525737045898,0.938661719901663,cdnf,AVS PGS,0.99361417547895,Unchanged,
-0.000287691230330587,0.0016099404329085,-0.178696816633674,0.858176811396781,cdon,AVS PGS,0.981987741712525,Unchanged,
-0.00737541734846823,0.00255807508845133,-2.8831903261031,0.00393909811141591,cdsn,AVS PGS,0.122614905042585,Unchanged,
-0.00213582851959808,0.00121096720616997,-1.76373770380888,0.0777849441286266,ceacam1,AVS PGS,0.579085814498199,Unchanged,
0.00252785845016425,0.0051112791222465,0.494564743913498,0.620910533684232,ceacam21,AVS PGS,0.967944089322165,Unchanged,
-0.0060839027777692,0.00288484340706857,-2.10891959087351,0.0349588574067611,ceacam3,AVS PGS,0.415691028461965,Unchanged,
0.00444257081254018,0.00405076112754358,1.09672495431351,0.272769556750803,ceacam5,AVS PGS,0.889216232497665,Unchanged,
0.000842507604436936,0.00302669008823107,0.27835938925922,0.780738181431296,ceacam8,AVS PGS,0.981557605824288,Unchanged,
-0.00129498062493859,0.00232898405108234,-0.556028120646333,0.578195285854867,cebpb,AVS PGS,0.964050833802459,Unchanged,
0.000266193218948148,0.00339792917029983,0.078339837473616,0.937558176509584,cela3a,AVS PGS,0.993475243267086,Unchanged,
-0.00888037957449673,0.00379678902860209,-2.33891836169952,0.0193454175399799,cep164,AVS PGS,0.313680197343195,Unchanged,
-0.000515219001621818,0.00452079615754068,-0.113966430616969,0.909265081263658,cep20,AVS PGS,0.993475243267086,Unchanged,
-0.000833973131323331,0.00419454675438161,-0.19882318165894,0.842402258726649,cep43,AVS PGS,0.981557605824288,Unchanged,
-0.00582967324709752,0.00391326973405706,-1.4897192484234,0.136307400092191,cep85,AVS PGS,0.748549416114768,Unchanged,
0.00112716196676549,0.00368416565164323,0.305947688932702,0.759646358105341,cert,AVS PGS,0.981557605824288,Unchanged,
0.00340963184701558,0.00514884848662322,0.662212503606166,0.507839433757776,ces1,AVS PGS,0.960034376293747,Unchanged,
-0.00250752451682083,0.00337483088329972,-0.743007458308284,0.457482223425004,ces2,AVS PGS,0.943220740774327,Unchanged,
-0.00319448543609578,0.00424943511229318,-0.751743549831945,0.452210422748929,ces3,AVS PGS,0.942972095755034,Unchanged,
0.00262819351870686,0.00409185337906823,0.642299045256928,0.520683387147916,cetn2,AVS PGS,0.960034376293747,Unchanged,
0.000401714030773616,0.00283933373603098,0.141481794012408,0.887490184649553,cfc1,AVS PGS,0.985834724347355,Unchanged,
0.00255353685241069,0.00473902551899658,0.538831631561116,0.590006495393658,cga,AVS PGS,0.964050833802459,Unchanged,
-0.00266356593885169,0.00254334053187569,-1.04727066842573,0.294982054036691,cgref1,AVS PGS,0.892958516543499,Unchanged,
-0.00274851223627713,0.00364737490424329,-0.753559013930692,0.451119310781206,chac2,AVS PGS,0.942972095755034,Unchanged,
-0.00348037419274892,0.00202281753708269,-1.72055765235669,0.0853402114336143,chek2,AVS PGS,0.587887053088721,Unchanged,
-0.000367446579840987,0.00247172706637988,-0.14865985198728,0.881822902463366,chgb,AVS PGS,0.985834724347355,Unchanged,
-0.00152904208171285,0.00475280311551127,-0.321713743353403,0.747671549457862,chi3l1,AVS PGS,0.981193873994656,Unchanged,
-0.000532768742535518,0.00903088538406097,-0.0589940764253111,0.952957164852507,chit1,AVS PGS,0.997978763191995,Unchanged,
-0.000915436621595495,0.00184580955875195,-0.495953993333133,0.619930005691896,chl1,AVS PGS,0.967944089322165,Unchanged,
-1.08368213872302e-05,0.00472291249484283,-0.00229452089130668,0.998169252110431,chmp1a,AVS PGS,0.99966650758214,Unchanged,
0.00430911509380209,0.00189108465173462,2.27864738357932,0.022694068247236,chrdl1,AVS PGS,0.343650019873803,Unchanged,
-0.000682571771965775,0.00320729045114606,-0.212818820859169,0.831469533130575,chrdl2,AVS PGS,0.981557605824288,Unchanged,
0.000153173528706037,0.00380344796568355,0.0402722819105292,0.967876282886699,ciapin1,AVS PGS,0.99966650758214,Unchanged,
0.000141737912090662,0.00164530048486069,0.0861471283785969,0.931349954489229,ckap4,AVS PGS,0.993475243267086,Unchanged,
-0.00999389067512311,0.00405747614600504,-2.46308057410591,0.0137797338811162,ckmt1a_ckmt1b,AVS PGS,0.272429063082068,Unchanged,
0.00945144488119068,0.00403793791184574,2.34066127006654,0.0192552641152634,clc,AVS PGS,0.313680197343195,Unchanged,
0.00426943272329304,0.00216020099038468,1.97640531705004,0.0481168604318275,clec10a,AVS PGS,0.48130583658614,Unchanged,
-0.00447874539563097,0.00285897800449175,-1.56655468793198,0.117227958545841,clec11a,AVS PGS,0.67521458012821,Unchanged,
8.04597381362759e-05,0.0018920655983324,0.0425248142597119,0.966080575624785,clec14a,AVS PGS,0.99966650758214,Unchanged,
0.00110514802141378,0.00196960870041615,0.56110029427687,0.574732861028498,clec1a,AVS PGS,0.964050833802459,Unchanged,
-0.00573492727505779,0.00574654098308919,-0.997979008926314,0.318296442060361,clec1b,AVS PGS,0.896455616225563,Unchanged,
0.000949406313250179,0.00209768704742535,0.452596737161274,0.65084198596956,clec4a,AVS PGS,0.971938437051971,Unchanged,
0.00143339380306783,0.00281502656958525,0.509193703020367,0.610619703161379,clec4c,AVS PGS,0.964050833802459,Unchanged,
-0.000513380730328038,0.0037634604592845,-0.136411883659232,0.891496473213637,clec4d,AVS PGS,0.985834724347355,Unchanged,
0.00162388801969086,0.00201588539805981,0.805545801985456,0.420510321845386,clec4g,AVS PGS,0.935477773562688,Unchanged,
0.000138648964677434,0.0017764981006075,0.0780462217381608,0.93779173680919,clec5a,AVS PGS,0.993475243267086,Unchanged,
0.000748481121012001,0.00281773176173702,0.265632496029569,0.790523875938908,clec6a,AVS PGS,0.981557605824288,Unchanged,
-0.00379489443294761,0.00354248050541037,-1.07125344152261,0.284062867313787,clec7a,AVS PGS,0.892958516543499,Unchanged,
0.0064149398051305,0.00684502570059569,0.93716811093525,0.348678630680692,clip2,AVS PGS,0.902659107129184,Unchanged,
-0.000573222547930329,0.00136044249721695,-0.421350074775645,0.673502061195296,clmp,AVS PGS,0.971938437051971,Unchanged,
-0.00309373675640595,0.00573596641144503,-0.539357544045757,0.589643664654147,clpp,AVS PGS,0.964050833802459,Unchanged,
-0.000205261085506914,0.00417653469579652,-0.049146266093156,0.960803016477272,clps,AVS PGS,0.99966650758214,Unchanged,
-0.000942674784890858,0.00209132962597517,-0.450753804269997,0.652169893437043,clspn,AVS PGS,0.971938437051971,Unchanged,
4.42433852653362e-05,0.00309878262895257,0.0142776666075126,0.988608541487731,clstn1,AVS PGS,0.99966650758214,Unchanged,
-0.00575019361237758,0.00236423461482655,-2.43215862601666,0.0150141062554559,clstn2,AVS PGS,0.276460504602749,Unchanged,
-0.00425677625622391,0.00282553728291909,-1.50653692731536,0.131938674343196,clta,AVS PGS,0.736741528870595,Unchanged,
-0.00266911830811448,0.00273481900965689,-0.97597621586276,0.329083065291867,clul1,AVS PGS,0.896455616225563,Unchanged,
0.000836733923127715,0.00276113744744599,0.303039576643199,0.761861511432081,cndp1,AVS PGS,0.981557605824288,Unchanged,
-0.00433301178112493,0.00366394174138853,-1.18260935543229,0.236972263153818,cnpy2,AVS PGS,0.888949797420604,Unchanged,
0.00285457722033698,0.00453981278855608,0.628787430955913,0.529492392105161,cnpy4,AVS PGS,0.960034376293747,Unchanged,
-0.000132261052555611,0.00654668503832345,-0.0202027517409761,0.983881748910393,cnst,AVS PGS,0.99966650758214,Unchanged,
-0.00110067569255197,0.00163968084291781,-0.671274350314003,0.502050190038489,cntn1,AVS PGS,0.960034376293747,Unchanged,
-0.00385974958735425,0.00267750139503864,-1.44154904811863,0.149438591769458,cntn2,AVS PGS,0.767118104416551,Unchanged,
-0.0064351745954597,0.00198000651423068,-3.25007748671981,0.00115483549909546,cntn3,AVS PGS,0.0603401548277378,Unchanged,
-0.00291578944335777,0.00143949245136658,-2.02556772047653,0.042816747559135,cntn4,AVS PGS,0.458259861123165,Unchanged,
-0.00533017326580529,0.00225968967460687,-2.35880763881112,0.0183392606801096,cntn5,AVS PGS,0.313120171343168,Unchanged,
-0.00288604307018092,0.00247222542300614,-1.16738669674855,0.24306228467889,cntnap2,AVS PGS,0.889216232497665,Unchanged,
0.00177596677057238,0.00142220505231483,1.24874171110681,0.211767953952677,col18a1,AVS PGS,0.862507455569812,Unchanged,
-9.01067052675191e-05,0.00149367553229739,-0.0603254879116405,0.951896746016198,col1a1,AVS PGS,0.997582334829296,Unchanged,
-0.0015983996243842,0.0024251900831903,-0.65908220368505,0.509847356029641,col4a1,AVS PGS,0.960034376293747,Unchanged,
0.00125489245498155,0.00223017971613815,0.562686695561274,0.573651839935042,col6a3,AVS PGS,0.964050833802459,Unchanged,
-0.00594018067108302,0.0027966390014127,-2.12404270557708,0.0336736443039492,col9a1,AVS PGS,0.415691028461965,Unchanged,
0.00307133134473167,0.00165649589386186,1.85411346693492,0.0637314169530474,colec12,AVS PGS,0.551710431966322,Unchanged,
-0.00161208236995285,0.00204165407407978,-0.789596234944675,0.429769066270067,comp,AVS PGS,0.935477773562688,Unchanged,
0.000715921439875707,0.00507967000044972,0.140938572744356,0.887919312426479,comt,AVS PGS,0.985834724347355,Unchanged,
0.00209859638773932,0.00283425707600544,0.740439674829023,0.45903839195579,cope,AVS PGS,0.943220740774327,Unchanged,
-0.00692682596652452,0.00550177140864947,-1.2590174058549,0.20803268881488,coro1a,AVS PGS,0.857412058306426,Unchanged,
-0.000141841859732388,0.00415892163060904,-0.0341054418261822,0.972793266336514,cox5b,AVS PGS,0.99966650758214,Unchanged,
0.000525322750040799,0.00358037233321096,0.146722938608365,0.883351554996868,cpa1,AVS PGS,0.985834724347355,Unchanged,
-0.00254403120965046,0.00389628117867658,-0.652938300134327,0.513800362245546,cpa2,AVS PGS,0.960034376293747,Unchanged,
-0.000280918714496123,0.00348858121271176,-0.0805252041926115,0.935820010473369,cpb1,AVS PGS,0.993475243267086,Unchanged,
0.00190757874975153,0.00233675899626207,0.816335254428434,0.414314024740857,cpe,AVS PGS,0.935477773562688,Unchanged,
-0.0049762919331751,0.0022314383049862,-2.2300826879486,0.0257483058197992,cpm,AVS PGS,0.365725936061808,Unchanged,
0.000753149201520011,0.00401026149422086,0.187805509093451,0.851030206507211,cpped1,AVS PGS,0.981557605824288,Unchanged,
-0.000756331260918899,0.00247026488739356,-0.306174153540645,0.7594738772206,cpvl,AVS PGS,0.981557605824288,Unchanged,
-0.00417144251594103,0.00410748382923032,-1.01557125709311,0.309840664205038,cpxm1,AVS PGS,0.896455616225563,Unchanged,
0.000594844941458717,0.00279728951929459,0.212650473737421,0.831600844244439,cr2,AVS PGS,0.981557605824288,Unchanged,
-0.00437823497505011,0.00525554527462663,-0.833069595306864,0.404811365286825,cracr2a,AVS PGS,0.93194217811855,Unchanged,
0.00369388096180663,0.00455028333038038,0.811791419040677,0.416916949985763,cradd,AVS PGS,0.935477773562688,Unchanged,
-0.00740219850431931,0.0023526314465008,-3.14634853467125,0.00165464483563008,creg1,AVS PGS,0.0756482935789627,Unchanged,
0.00325533293152054,0.00312785313536862,1.04075632410948,0.297995888957444,creld2,AVS PGS,0.892958516543499,Unchanged,
0.0185278274978732,0.0052768636549962,3.51114387432216,0.000446764807508428,crh,AVS PGS,0.0380937305907914,Upregulated,
-0.00150789799099744,0.00171901274202268,-0.877188373381785,0.380390409645599,crhbp,AVS PGS,0.917557789965531,Unchanged,
-0.0079279325056704,0.00368204579658092,-2.15313250938707,0.0313152684370076,crhr1,AVS PGS,0.394950325201225,Unchanged,
0.0028348672275759,0.00120995745136432,2.34294786513309,0.0191376510543292,crim1,AVS PGS,0.313680197343195,Unchanged,
0.00364079351136955,0.00225669768377315,1.61332797811101,0.106682438678494,crip2,AVS PGS,0.641125025168778,Unchanged,
-0.00784190429114996,0.00345282434570728,-2.27115645222422,0.023143563645663,crisp2,AVS PGS,0.343650019873803,Unchanged,
0.0043743643084281,0.00640271804811594,0.683204269742176,0.494482332909047,crkl,AVS PGS,0.959758334207308,Unchanged,
0.000791171286631608,0.00156761439865469,0.504697639490033,0.613774411274175,crlf1,AVS PGS,0.967620650532455,Unchanged,
0.00223610056865879,0.0039997949187585,0.559053805026797,0.57612871778783,crnn,AVS PGS,0.964050833802459,Unchanged,
0.000338085113920263,0.00180635358122792,0.187164416443008,0.851532805392232,crtac1,AVS PGS,0.981557605824288,Unchanged,
0.000670175981520709,0.0030283659212945,0.22129953874076,0.82486052188775,crtam,AVS PGS,0.981557605824288,Unchanged,
0.00142699946647333,0.00636594038060902,0.2241616133918,0.822632896841584,crx,AVS PGS,0.981557605824288,Unchanged,
0.00153719083405193,0.00166517396727408,0.923141283891398,0.355939975723528,csf1,AVS PGS,0.910981595955319,Unchanged,
0.00293677814133254,0.00369453688355376,0.794897502419209,0.426678608305799,csf2ra,AVS PGS,0.935477773562688,Unchanged,
-0.00606543971318762,0.00293931675850109,-2.0635542922161,0.0390675642350194,csf3,AVS PGS,0.436304171571247,Unchanged,
0.00200989902968306,0.00176975984131623,1.13569026867975,0.256094045696948,cst3,AVS PGS,0.889216232497665,Unchanged,
0.00471921205065737,0.00331279726328463,1.42453995086264,0.154299405086498,cst5,AVS PGS,0.777179225324441,Unchanged,
-0.0050133996293693,0.00287556957101562,-1.74344577849968,0.0812648858498874,cst6,AVS PGS,0.580703869420919,Unchanged,
0.00355125628588138,0.00557447555055178,0.637056572170249,0.524092193563021,cst7,AVS PGS,0.960034376293747,Unchanged,
0.000104239176526533,0.00268723310034488,0.038790522680431,0.969057627157311,cstb,AVS PGS,0.99966650758214,Unchanged,
0.00360520415638755,0.00506089118917353,0.712365475096551,0.476243371409687,ctf1,AVS PGS,0.953138238539496,Unchanged,
-0.00317494217911451,0.00328459460137894,-0.966616147326554,0.333742702485452,ctrb1,AVS PGS,0.896455616225563,Unchanged,
0.00244036583578089,0.00376841889924696,0.647583482894789,0.517258670438639,ctrc,AVS PGS,0.960034376293747,Unchanged,
-0.00834382385897092,0.0032054532585349,-2.60300905550705,0.00924488066535228,ctsb,AVS PGS,0.208080929437083,Unchanged,
-0.000913858244514332,0.00262793681899644,-0.347747418396199,0.728031996799416,ctsc,AVS PGS,0.977717351279667,Unchanged,
-3.41982925561673e-05,0.00253235123350567,-0.013504561335603,0.989225329735475,ctsd,AVS PGS,0.99966650758214,Unchanged,
0.00812424522788741,0.00239889664307902,3.38665913403415,0.000708275486344989,ctsf,AVS PGS,0.0431752931884466,Upregulated,
2.87968165927981e-05,0.0043992131397436,0.00654590165969464,0.994777201913625,ctsh,AVS PGS,0.99966650758214,Unchanged,
-0.00132149787607624,0.00145337181392474,-0.909263454413374,0.363217391180722,ctsl,AVS PGS,0.913734962946062,Unchanged,
-0.00228139341611319,0.00187325845974444,-1.21787434309755,0.223279929167515,ctso,AVS PGS,0.87618906789403,Unchanged,
-0.000178652536707998,0.001514121704436,-0.117990869680152,0.906075764330621,ctss,AVS PGS,0.992950444356329,Unchanged,
-0.00362430070224421,0.00246674855110377,-1.46926232129435,0.141770683631871,ctsv,AVS PGS,0.748774404886019,Unchanged,
-0.0019079777208129,0.0019450837463586,-0.980923173300294,0.326637465670706,ctsz,AVS PGS,0.896455616225563,Unchanged,
-0.000268646244353498,0.00199721769885638,-0.134510246182641,0.892999895928895,cx3cl1,AVS PGS,0.986646185080081,Unchanged,
-0.00310571698609231,0.00305623316700687,-1.01619111382588,0.309545491752849,cxadr,AVS PGS,0.896455616225563,Unchanged,
-0.000430142999805541,0.00564685717506473,-0.0761738762766936,0.939281206211475,cxcl1,AVS PGS,0.99361417547895,Unchanged,
0.000501236427524058,0.00401387047687391,0.124876084171613,0.90062237267518,cxcl10,AVS PGS,0.989197095513355,Unchanged,
-0.00131643229801325,0.00468160160135487,-0.281192722087303,0.778564249970183,cxcl11,AVS PGS,0.981557605824288,Unchanged,
0.00335802844773613,0.00241086624966541,1.39287214635078,0.163667560613554,cxcl12,AVS PGS,0.788666019309981,Unchanged,
0.00847634924298563,0.00363893195716813,2.32935084875345,0.0198461504448489,cxcl13,AVS PGS,0.31543831536742,Unchanged,
-2.90524700088006e-05,0.00356368913708342,-0.00815235810174441,0.993495479199301,cxcl14,AVS PGS,0.99966650758214,Unchanged,
0.000605071190403862,0.00142236148199718,0.425399026943745,0.670548427505841,cxcl16,AVS PGS,0.971938437051971,Unchanged,
0.000543294889325744,0.00295144494651862,0.184077595608412,0.853953647567344,cxcl17,AVS PGS,0.981557605824288,Unchanged,
-0.00299758904697997,0.00567642176364733,-0.528077223961226,0.597449117374151,cxcl3,AVS PGS,0.964050833802459,Unchanged,
0.000235949583766845,0.0068131065698786,0.0346317177555979,0.972373609399318,cxcl5,AVS PGS,0.99966650758214,Unchanged,
-0.00226505955457398,0.0045733025307763,-0.495278748635398,0.620406475925515,cxcl6,AVS PGS,0.967944089322165,Unchanged,
-0.00667161628625973,0.00408718799823665,-1.63232429952772,0.10262034075866,cxcl8,AVS PGS,0.630813271134116,Unchanged,
-0.00786900445996304,0.00395365229033617,-1.9903127240595,0.0465642979153387,cxcl9,AVS PGS,0.476388586364619,Unchanged,
0.00352868116055827,0.00670974258516078,0.525904103737493,0.59895817465591,dab2,AVS PGS,0.964050833802459,Unchanged,
-0.000693490479957435,0.00286234332996558,-0.242280677058323,0.808564111374187,dag1,AVS PGS,0.981557605824288,Unchanged,
0.00681576091067807,0.00724464654863667,0.940799646321006,0.346814109272164,dapp1,AVS PGS,0.9012238754266,Unchanged,
0.000456117303975323,0.00439938232343016,0.103677577996834,0.917425825966296,dars1,AVS PGS,0.993475243267086,Unchanged,
0.00305376517564435,0.0047557310182308,0.642123190722505,0.520797466129154,dbi,AVS PGS,0.960034376293747,Unchanged,
0.00189557598339043,0.00558759119710359,0.339247435347996,0.734425382228612,dbnl,AVS PGS,0.979895881025235,Unchanged,
-0.00239719326054854,0.00208259627781455,-1.15105999472165,0.249715469606332,dcbld2,AVS PGS,0.889216232497665,Unchanged,
-0.000301690196728447,0.00135305436853494,-0.222969751803182,0.823560386317546,dcn,AVS PGS,0.981557605824288,Unchanged,
0.00153435634186904,0.00393908591608486,0.38952091286043,0.696893217205066,dctn1,AVS PGS,0.972531278397143,Unchanged,
-0.00713751038843011,0.00566429728221743,-1.26008753298272,0.207646309076496,dctn2,AVS PGS,0.857412058306426,Unchanged,
-0.00145741895530587,0.00434044601514432,-0.335776311978255,0.737041637011004,dctn6,AVS PGS,0.979895881025235,Unchanged,
-0.00155828173171216,0.00189203813830924,-0.82359953542198,0.410172799895122,dctpp1,AVS PGS,0.933254753105075,Unchanged,
0.00178949719808363,0.003288840322341,0.544111912617838,0.586367952138534,dcxr,AVS PGS,0.964050833802459,Unchanged,
0.00231316482203898,0.00271324283861511,0.852546181682604,0.393916935916103,ddah1,AVS PGS,0.927505449335212,Unchanged,
-0.00388185746951005,0.00288612209077941,-1.34500805836032,0.17863143596234,ddc,AVS PGS,0.804663849382377,Unchanged,
-0.00350491990842854,0.00137711939223705,-2.54510968924416,0.0109285980456112,ddr1,AVS PGS,0.238634909563122,Unchanged,
-0.00264672721604457,0.00351177337346449,-0.75367255644788,0.45105111353202,ddx58,AVS PGS,0.942972095755034,Unchanged,
0.000133724387505097,0.00577288234458614,0.0231642322713375,0.981519403018725,decr1,AVS PGS,0.99966650758214,Unchanged,
-0.00195346892213925,0.00325495997134205,-0.600151442517989,0.548409314256539,defa1_defa1b,AVS PGS,0.960034376293747,Unchanged,
0.0173091875866941,0.00892978205554242,1.93836618621066,0.0525867827730157,defb4a_defb4b,AVS PGS,0.496351375464013,Unchanged,
0.00111201969950663,0.00406833129358055,0.273335581411793,0.784596877434958,dffa,AVS PGS,0.981557605824288,Unchanged,
-0.00157192280231911,0.00214765387483452,-0.731925577365316,0.464219036803048,dgkz,AVS PGS,0.944389685427498,Unchanged,
0.00112666438759555,0.00659738873616525,0.1707742915647,0.864402243105579,diablo,AVS PGS,0.983176651120516,Unchanged,
-0.00359605938128215,0.00354770189668852,-1.0136306504892,0.310766038776146,dkk1,AVS PGS,0.896455616225563,Unchanged,
0.00245166098616586,0.001761031069513,1.39217361272556,0.163878653363113,dkk3,AVS PGS,0.788666019309981,Unchanged,
0.00336061429412059,0.00276432873243615,1.21570718224925,0.22410483986635,dkk4,AVS PGS,0.87618906789403,Unchanged,
0.0141480799983462,0.0050881452268557,2.78059673369214,0.00542884933012749,dkkl1,AVS PGS,0.149873309271221,Unchanged,
0.00655114323887057,0.00335224547378853,1.95425522686046,0.0506789717357295,dlk1,AVS PGS,0.487785102956396,Unchanged,
0.000362821679004792,0.00180187537815429,0.201357809426554,0.840419980518102,dll1,AVS PGS,0.981557605824288,Unchanged,
0.00313885181519469,0.00496462171812298,0.632243903646585,0.527231651203585,dnaja2,AVS PGS,0.960034376293747,Unchanged,
0.00470779772152934,0.00529032707650019,0.889887837453668,0.37353231949143,dnajb1,AVS PGS,0.913796339364855,Unchanged,
-0.00519033246127116,0.00350350553044728,-1.48146832255993,0.138491076348007,dnajb8,AVS PGS,0.748549416114768,Unchanged,
0.000362260458283109,0.00155828749967605,0.232473441748342,0.816171686943754,dner,AVS PGS,0.981557605824288,Unchanged,
0.00210089198048674,0.00379634996885542,0.553397868405727,0.57999459275315,dnmbp,AVS PGS,0.964050833802459,Unchanged,
-0.00175543614683512,0.00315556426387745,-0.556298652171354,0.578010287015519,dnph1,AVS PGS,0.964050833802459,Unchanged,
0.00377003608333548,0.00738132572395547,0.51075324736045,0.609527099294399,dok2,AVS PGS,0.964050833802459,Unchanged,
0.0015071217347716,0.00293353872626918,0.5137555271644,0.607426228155152,dpep1,AVS PGS,0.964050833802459,Unchanged,
0.00308752648710568,0.00172057460484838,1.79447405442658,0.0727462864409123,dpep2,AVS PGS,0.570155275395713,Unchanged,
-0.00710048924584463,0.00211415081512331,-3.35855379618719,0.000784359647343601,dpp10,AVS PGS,0.0446905660278263,Downregulated,
-0.00325323352936597,0.00177386643224074,-1.83397885558751,0.066665862712351,dpp4,AVS PGS,0.560622566433406,Unchanged,
0.000425103628511889,0.00206003102635514,0.206357876688893,0.836512589720018,dpp6,AVS PGS,0.981557605824288,Unchanged,
-0.00378440137428933,0.00361255641915475,-1.04756879483554,0.294844676289889,dpp7,AVS PGS,0.892958516543499,Unchanged,
0.00139716289071372,0.00167053440169434,0.836356850416641,0.402959874507535,dpt,AVS PGS,0.929858511679059,Unchanged,
0.000721281450385764,0.00372460787862801,0.193652989493072,0.846448732997514,dpy30,AVS PGS,0.981557605824288,Unchanged,
